,Unnamed: 0,WEEK_END_DATE,STORE_NUM,UPC,UNITS,VISITS,HHS,SPEND,PRICE,BASE_PRICE,FEATURE,DISPLAY,TPR_ONLY,DESCRIPTION,MANUFACTURER,CATEGORY,SUB_CATEGORY,PRODUCT_SIZE,STORE_ID,STORE_NAME,ADDRESS_CITY_NAME,ADDRESS_STATE_PROV_CODE,MSA_CODE,SEG_VALUE_NAME,PARKING_SPACE_QTY,SALES_AREA_SIZE_NUM,AVG_WEEKLY_BASKETS
3865,3865,2009-01-21,4521,1600027527,52,50,46,165.88,3.19,3.19,0,0,0,GM HONEY NUT CHEERIOS,GENERAL MI,COLD CEREAL,ALL FAMILY CEREAL,12.25 OZ,4521,PARKWAY SQUARE S/C,COLLEGE STATION,TX,17780,MAINSTREAM,418.0,34628,25632.807692
3903,3903,2009-01-21,6179,1600027527,44,43,41,140.36,3.19,3.19,0,0,0,GM HONEY NUT CHEERIOS,GENERAL MI,COLD CEREAL,ALL FAMILY CEREAL,12.25 OZ,6179,DEERFIELD TWP,MASON,OH,17140,UPSCALE,,54448,35287.974359
3947,3947,2009-01-21,6187,1600027527,19,18,18,60.61,3.19,3.19,0,0,0,GM HONEY NUT CHEERIOS,GENERAL MI,COLD CEREAL,ALL FAMILY CEREAL,12.25 OZ,6187,ST. MARYS,SAINT MARYS,OH,47540,MAINSTREAM,,55474,20015.320513
3989,3989,2009-01-21,6379,1600027527,53,52,51,169.07,3.19,3.19,0,0,0,GM HONEY NUT CHEERIOS,GENERAL MI,COLD CEREAL,ALL FAMILY CEREAL,12.25 OZ,6379,KINGWOOD,KINGWOOD,TX,26420,MAINSTREAM,,50237,20620.423077
4030,4030,2009-01-21,6431,1600027527,20,20,20,63.8,3.19,3.19,0,0,0,GM HONEY NUT CHEERIOS,GENERAL MI,COLD CEREAL,ALL FAMILY CEREAL,12.25 OZ,6431,AT WARD ROAD,BAYTOWN,TX,26420,VALUE,350.0,43698,24321.942308
4067,4067,2009-01-21,8035,1600027527,6,5,5,19.14,3.19,3.19,0,0,0,GM HONEY NUT CHEERIOS,GENERAL MI,COLD CEREAL,ALL FAMILY CEREAL,12.25 OZ,8035,OVER-THE-RHINE,CINCINNATI,OH,17140,VALUE,17.0,10788,10434.705128
4092,4092,2009-01-21,8041,1600027527,15,15,15,47.85,3.19,3.19,0,0,0,GM HONEY NUT CHEERIOS,GENERAL MI,COLD CEREAL,ALL FAMILY CEREAL,12.25 OZ,8041,LANDEN,MAINEVILLE,OH,17140,MAINSTREAM,1200.0,49074,14848.788462
4137,4137,2009-01-21,8263,1600027527,44,42,41,140.36,3.19,3.19,0,0,0,GM HONEY NUT CHEERIOS,GENERAL MI,COLD CEREAL,ALL FAMILY CEREAL,12.25 OZ,8263,THE WOODLANDS,THE WOODLANDS,TX,26420,UPSCALE,,51055,18876.99359
4178,4178,2009-01-21,9825,1600027527,59,56,56,188.21,3.19,3.19,0,0,0,GM HONEY NUT CHEERIOS,GENERAL MI,COLD CEREAL,ALL FAMILY CEREAL,12.25 OZ,9825,DENT,CINCINNATI,OH,17140,MAINSTREAM,,54124,29915.903846
4225,4225,2009-01-21,10019,1600027527,29,29,27,92.51,3.19,3.19,0,0,0,GM HONEY NUT CHEERIOS,GENERAL MI,COLD CEREAL,ALL FAMILY CEREAL,12.25 OZ,10019,AT EASTEX FRWY,HOUSTON,TX,26420,VALUE,221.0,35675,19067.673077
4258,4258,2009-01-21,11757,1600027527,31,29,29,98.89,3.19,3.19,0,0,0,GM HONEY NUT CHEERIOS,GENERAL MI,COLD CEREAL,ALL FAMILY CEREAL,12.25 OZ,11757,INDEPENDENCE,INDEPENDENCE,KY,17140,MAINSTREAM,,32943,16903.532051
4302,4302,2009-01-21,11761,1600027527,29,28,28,92.51,3.19,3.19,0,0,0,GM HONEY NUT CHEERIOS,GENERAL MI,COLD CEREAL,ALL FAMILY CEREAL,12.25 OZ,11761,MIAMI TOWNSHIP,LOVELAND,OH,17140,UPSCALE,,53905,23348.064103
4344,4344,2009-01-21,11967,1600027527,24,22,21,76.56,3.19,3.19,0,0,0,GM HONEY NUT CHEERIOS,GENERAL MI,COLD CEREAL,ALL FAMILY CEREAL,12.25 OZ,11967,NORTHBOROUGH SQ,HOUSTON,TX,26420,VALUE,294.0,25072,15915.74359
4376,4376,2009-01-21,11993,1600027527,81,76,75,258.39,3.19,3.19,0,0,0,GM HONEY NUT CHEERIOS,GENERAL MI,COLD CEREAL,ALL FAMILY CEREAL,12.25 OZ,11993,DALLAS,DALLAS,TX,19100,UPSCALE,,57741,26100.711538
4416,4416,2009-01-21,12011,1600027527,19,19,19,60.61,3.19,3.19,0,0,0,GM HONEY NUT CHEERIOS,GENERAL MI,COLD CEREAL,ALL FAMILY CEREAL,12.25 OZ,12011,SHERMAN,SHERMAN,TX,43300,MAINSTREAM,,41325,23152.782051
4453,4453,2009-01-21,13609,1600027527,28,27,26,89.32,3.19,3.19,0,0,0,GM HONEY NUT CHEERIOS,GENERAL MI,COLD CEREAL,ALL FAMILY CEREAL,12.25 OZ,13609,VANDALIA,VANDALIA,OH,19380,MAINSTREAM,,55663,21232.115385
4499,4499,2009-01-21,13827,1600027527,25,24,24,68.75,2.75,2.75,0,0,0,GM HONEY NUT CHEERIOS,GENERAL MI,COLD CEREAL,ALL FAMILY CEREAL,12.25 OZ,13827,BEAUMONT,BEAUMONT,TX,13140,MAINSTREAM,,50766,26000.570513
4536,4536,2009-01-21,13837,1600027527,37,36,35,118.03,3.19,3.19,0,0,0,GM HONEY NUT CHEERIOS,GENERAL MI,COLD CEREAL,ALL FAMILY CEREAL,12.25 OZ,13837,MAGNOLIA,MAGNOLIA,TX,26420,MAINSTREAM,,49164,27261.865385
4574,4574,2009-01-21,13853,1600027527,26,26,26,82.42,3.17,3.17,0,0,0,GM HONEY NUT CHEERIOS,GENERAL MI,COLD CEREAL,ALL FAMILY CEREAL,12.25 OZ,13853,RICHARDSON,RICHARDSON,TX,19100,MAINSTREAM,,53586,15787.391026
4613,4613,2009-01-21,13859,1600027527,75,58,58,239.25,3.19,3.19,0,0,0,GM HONEY NUT CHEERIOS,GENERAL MI,COLD CEREAL,ALL FAMILY CEREAL,12.25 OZ,13859,MCKINNEY,MCKINNEY,TX,19100,MAINSTREAM,,47824,15345.237179
4653,4653,2009-01-21,15531,1600027527,12,12,12,38.28,3.19,3.19,0,0,0,GM HONEY NUT CHEERIOS,GENERAL MI,COLD CEREAL,ALL FAMILY CEREAL,12.25 OZ,15531,GOSHEN,GOSHEN,OH,17140,VALUE,,33667,13344.0
4696,4696,2009-01-21,15541,1600027527,21,20,20,66.99,3.19,3.19,0,0,0,GM HONEY NUT CHEERIOS,GENERAL MI,COLD CEREAL,ALL FAMILY CEREAL,12.25 OZ,15541,LOVELAND,LOVELAND,OH,17140,MAINSTREAM,326.0,38858,18664.525641
4741,4741,2009-01-21,15547,1600027527,22,21,21,70.17999999999999,3.19,3.19,0,0,0,GM HONEY NUT CHEERIOS,GENERAL MI,COLD CEREAL,ALL FAMILY CEREAL,12.25 OZ,15547,WOODLAWN,CINCINNATI,OH,17140,MAINSTREAM,,48132,27357.570513
4786,4786,2009-01-21,15755,1600027527,12,12,12,38.28,3.19,3.19,0,0,0,GM HONEY NUT CHEERIOS,GENERAL MI,COLD CEREAL,ALL FAMILY CEREAL,12.25 OZ,15755,KROGER JUNCTION S/C,PASADENA,TX,26420,VALUE,351.0,34373,18291.429487
4818,4818,2009-01-21,15763,1600027527,6,6,6,19.14,3.19,3.19,0,0,0,GM HONEY NUT CHEERIOS,GENERAL MI,COLD CEREAL,ALL FAMILY CEREAL,12.25 OZ,15763,WOODLANDS,WOODLANDS,TX,26420,UPSCALE,,47530,12175.846154
4856,4856,2009-01-21,15765,1600027527,50,50,50,159.5,3.19,3.19,0,0,0,GM HONEY NUT CHEERIOS,GENERAL MI,COLD CEREAL,ALL FAMILY CEREAL,12.25 OZ,15765,CYPRESS TOWN CENTER,HOUSTON,TX,26420,MAINSTREAM,,49068,25350.858974
4895,4895,2009-01-21,17599,1600027527,19,19,18,60.61,3.19,3.19,0,0,0,GM HONEY NUT CHEERIOS,GENERAL MI,COLD CEREAL,ALL FAMILY CEREAL,12.25 OZ,17599,KEARNEY,MESQUITE,TX,19100,VALUE,300.0,36994,15134.025641
4928,4928,2009-01-21,17615,1600027527,31,31,30,98.89,3.19,3.19,0,0,0,GM HONEY NUT CHEERIOS,GENERAL MI,COLD CEREAL,ALL FAMILY CEREAL,12.25 OZ,17615,SUGARLAND,SUGAR LAND,TX,26420,MAINSTREAM,,48632,32490.858974
4967,4967,2009-01-21,17627,1600027527,32,32,30,102.08,3.19,3.19,0,0,0,GM HONEY NUT CHEERIOS,GENERAL MI,COLD CEREAL,ALL FAMILY CEREAL,12.25 OZ,17627,FLOWER MOUND,FLOWER MOUND,TX,19100,UPSCALE,513.0,59213,18196.820513
5009,5009,2009-01-21,19265,1600027527,44,41,38,140.36,3.19,3.19,0,0,0,GM HONEY NUT CHEERIOS,GENERAL MI,COLD CEREAL,ALL FAMILY CEREAL,12.25 OZ,19265,LATONIA,COVINGTON,KY,17140,MAINSTREAM,,55685,31578.134615
5053,5053,2009-01-21,19521,1600027527,21,21,21,63.84,3.04,3.04,0,0,0,GM HONEY NUT CHEERIOS,GENERAL MI,COLD CEREAL,ALL FAMILY CEREAL,12.25 OZ,19521,SOUTHLAKE,SOUTHLAKE,TX,19100,UPSCALE,,47757,14051.608974
5093,5093,2009-01-21,19523,1600027527,40,39,38,127.6,3.19,3.08,0,1,0,GM HONEY NUT CHEERIOS,GENERAL MI,COLD CEREAL,ALL FAMILY CEREAL,12.25 OZ,19523,DUNCANVILLE,DUNCANVILLE,TX,19100,VALUE,400.0,48594,24567.75
5130,5130,2009-01-21,19533,1600027527,46,44,42,146.74,3.19,3.19,0,0,0,GM HONEY NUT CHEERIOS,GENERAL MI,COLD CEREAL,ALL FAMILY CEREAL,12.25 OZ,19533,DENTON,DENTON,TX,19100,MAINSTREAM,,48330,28243.333333
5171,5171,2009-01-21,21213,1600027527,27,27,24,86.13,3.19,3.19,0,0,0,GM HONEY NUT CHEERIOS,GENERAL MI,COLD CEREAL,ALL FAMILY CEREAL,12.25 OZ,21213,MT. CARMEL,CINCINNATI,OH,17140,MAINSTREAM,,46630,14511.788462
5217,5217,2009-01-21,21221,1600027527,12,10,10,38.28,3.19,3.19,0,0,0,GM HONEY NUT CHEERIOS,GENERAL MI,COLD CEREAL,ALL FAMILY CEREAL,12.25 OZ,21221,MIDDLETOWN,MIDDLETOWN,OH,17140,VALUE,,48128,17009.897436
5259,5259,2009-01-21,21227,1600027527,30,29,29,95.7,3.19,3.19,0,0,0,GM HONEY NUT CHEERIOS,GENERAL MI,COLD CEREAL,ALL FAMILY CEREAL,12.25 OZ,21227,LIBERTY TWP,MIDDLETOWN,OH,17140,UPSCALE,,85710,34874.5
5306,5306,2009-01-21,21237,1600027527,53,51,50,169.07,3.19,3.19,0,0,0,GM HONEY NUT CHEERIOS,GENERAL MI,COLD CEREAL,ALL FAMILY CEREAL,12.25 OZ,21237,LEBANON,LEBANON,OH,17140,MAINSTREAM,,86517,38465.128205
5353,5353,2009-01-21,21479,1600027527,34,34,34,108.46,3.19,3.19,0,0,0,GM HONEY NUT CHEERIOS,GENERAL MI,COLD CEREAL,ALL FAMILY CEREAL,12.25 OZ,21479,WOOD FOREST S/C,HOUSTON,TX,26420,VALUE,,49104,29435.628205
5388,5388,2009-01-21,21485,1600027527,36,38,35,114.84,3.19,3.19,0,0,0,GM HONEY NUT CHEERIOS,GENERAL MI,COLD CEREAL,ALL FAMILY CEREAL,12.25 OZ,21485,HOUSTON,KATY,TX,26420,MAINSTREAM,,46369,26472.237179
5427,5427,2009-01-21,23055,1600027527,8,8,8,25.52,3.19,3.19,0,0,0,GM HONEY NUT CHEERIOS,GENERAL MI,COLD CEREAL,ALL FAMILY CEREAL,12.25 OZ,23055,WALNUT HILLS/PEEBLES,CINCINNATI,OH,17140,VALUE,239.0,22920,12999.724359
5459,5459,2009-01-21,23061,1600027527,23,23,23,73.37,3.19,3.19,0,0,0,GM HONEY NUT CHEERIOS,GENERAL MI,COLD CEREAL,ALL FAMILY CEREAL,12.25 OZ,23061,LIBERTY TWP.,HAMILTON,OH,17140,MAINSTREAM,,42437,16591.301282
5504,5504,2009-01-21,23067,1600027527,20,19,19,63.8,3.19,3.19,0,0,0,GM HONEY NUT CHEERIOS,GENERAL MI,COLD CEREAL,ALL FAMILY CEREAL,12.25 OZ,23067,WHIPP & BIGGER,KETTERING,OH,19380,MAINSTREAM,230.0,37319,14555.935897
5547,5547,2009-01-21,23075,1600027527,30,29,29,94.2,3.14,3.14,0,0,0,GM HONEY NUT CHEERIOS,GENERAL MI,COLD CEREAL,ALL FAMILY CEREAL,12.25 OZ,23075,TYLERSVILLE,WEST CHESTER,OH,17140,MAINSTREAM,564.0,51105,18842.429487
5593,5593,2009-01-21,23327,1600027527,29,27,27,92.51,3.19,3.19,0,0,0,GM HONEY NUT CHEERIOS,GENERAL MI,COLD CEREAL,ALL FAMILY CEREAL,12.25 OZ,23327,HOUSTON,HOUSTON,TX,26420,MAINSTREAM,,50722,30258.173077
5630,5630,2009-01-21,23345,1600027527,21,21,21,66.99,3.19,3.19,0,0,0,GM HONEY NUT CHEERIOS,GENERAL MI,COLD CEREAL,ALL FAMILY CEREAL,12.25 OZ,23345,FRISCO,FRISCO,TX,19100,UPSCALE,,46369,21946.846154
5670,5670,2009-01-21,23349,1600027527,82,72,69,254.2,3.1,3.19,0,1,0,GM HONEY NUT CHEERIOS,GENERAL MI,COLD CEREAL,ALL FAMILY CEREAL,12.25 OZ,23349,GARLAND,GARLAND,TX,19100,VALUE,,46212,27822.608974
5706,5706,2009-01-21,24991,1600027527,85,83,81,271.15,3.19,3.19,0,0,0,GM HONEY NUT CHEERIOS,GENERAL MI,COLD CEREAL,ALL FAMILY CEREAL,12.25 OZ,24991,HYDE PARK,CINCINNATI,OH,17140,UPSCALE,1859.0,77730,50618.99359
5754,5754,2009-01-21,25001,1600027527,19,19,19,60.61,3.19,3.19,0,0,0,GM HONEY NUT CHEERIOS,GENERAL MI,COLD CEREAL,ALL FAMILY CEREAL,12.25 OZ,25001,PINEWOOD,DAYTON,OH,19380,VALUE,351.0,34177,18034.967949
5798,5798,2009-01-21,25021,1600027527,45,45,40,140.4,3.12,3.12,0,0,0,GM HONEY NUT CHEERIOS,GENERAL MI,COLD CEREAL,ALL FAMILY CEREAL,12.25 OZ,25021,HAMILTON,HAMILTON,OH,17140,VALUE,1441.0,62961,34191.00641
5843,5843,2009-01-21,25027,1600027527,78,70,68,248.82,3.19,3.19,0,0,0,GM HONEY NUT CHEERIOS,GENERAL MI,COLD CEREAL,ALL FAMILY CEREAL,12.25 OZ,25027,CINCINNATI,CINCINNATI,OH,17140,MAINSTREAM,,62656,43892.923077
5890,5890,2009-01-21,25229,1600027527,57,56,56,181.83,3.19,3.19,0,0,0,GM HONEY NUT CHEERIOS,GENERAL MI,COLD CEREAL,ALL FAMILY CEREAL,12.25 OZ,25229,CYPRESS,CYPRESS,TX,26420,MAINSTREAM,,59241,34977.435897
5930,5930,2009-01-21,25233,1600027527,32,31,31,102.08,3.19,3.19,0,0,0,GM HONEY NUT CHEERIOS,GENERAL MI,COLD CEREAL,ALL FAMILY CEREAL,12.25 OZ,25233,ANTOINE TOWN CENTER,HOUSTON,TX,26420,VALUE,,46369,35788.032051
5967,5967,2009-01-21,25253,1600027527,16,16,16,51.04,3.19,3.19,0,0,0,GM HONEY NUT CHEERIOS,GENERAL MI,COLD CEREAL,ALL FAMILY CEREAL,12.25 OZ,25253,HIGHWAY 75,MCKINNEY,TX,19100,MAINSTREAM,,33931,11934.012821
6001,6001,2009-01-21,25261,1600027527,40,37,36,127.6,3.19,3.19,0,0,0,GM HONEY NUT CHEERIOS,GENERAL MI,COLD CEREAL,ALL FAMILY CEREAL,12.25 OZ,25261,CROWLEY,CROWLEY,TX,19100,MAINSTREAM,,46368,26189.012821
6040,6040,2009-01-21,26973,1600027527,36,29,29,114.84,3.19,3.19,0,0,0,GM HONEY NUT CHEERIOS,GENERAL MI,COLD CEREAL,ALL FAMILY CEREAL,12.25 OZ,26973,MAINEVILLE,MAINEVILLE,OH,17140,MAINSTREAM,,48128,28241.012821
6087,6087,2009-01-21,26981,1600027527,30,27,27,95.7,3.19,3.19,0,0,0,GM HONEY NUT CHEERIOS,GENERAL MI,COLD CEREAL,ALL FAMILY CEREAL,12.25 OZ,26981,SPRINGFIELD,SPRINGFIELD,OH,44220,MAINSTREAM,,42081,25122.442308
6132,6132,2009-01-21,26983,1600027527,59,58,56,188.21,3.19,3.19,0,0,0,GM HONEY NUT CHEERIOS,GENERAL MI,COLD CEREAL,ALL FAMILY CEREAL,12.25 OZ,26983,DAYTON,DAYTON,OH,19380,VALUE,,48782,31461.224359
6171,6171,2009-01-21,27175,1600027527,31,30,29,98.89,3.19,3.19,0,0,0,GM HONEY NUT CHEERIOS,GENERAL MI,COLD CEREAL,ALL FAMILY CEREAL,12.25 OZ,27175,KATY,KATY,TX,26420,UPSCALE,,50224,24901.948718
6212,6212,2009-01-21,28909,1600027527,18,18,18,57.42,3.19,3.19,0,0,0,GM HONEY NUT CHEERIOS,GENERAL MI,COLD CEREAL,ALL FAMILY CEREAL,12.25 OZ,28909,MIDDLETOWN,MIDDLETOWN,OH,17140,MAINSTREAM,,85876,28986.108974
6259,6259,2009-01-21,29159,1600027527,43,41,40,137.17,3.19,3.19,0,0,0,GM HONEY NUT CHEERIOS,GENERAL MI,COLD CEREAL,ALL FAMILY CEREAL,12.25 OZ,29159,CARROLLTON,CARROLLTON,TX,19100,MAINSTREAM,,54927,25916.532051
6299,6299,2009-01-28,367,1600027527,9,9,9,28.71,3.19,3.19,0,0,0,GM HONEY NUT CHEERIOS,GENERAL MI,COLD CEREAL,ALL FAMILY CEREAL,12.25 OZ,367,15TH & MADISON,COVINGTON,KY,17140,VALUE,196.0,24721,12706.532051
6335,6335,2009-01-28,387,1600027527,57,56,55,181.26,3.18,3.18,0,0,0,GM HONEY NUT CHEERIOS,GENERAL MI,COLD CEREAL,ALL FAMILY CEREAL,12.25 OZ,387,TOWN & COUNTRY,KETTERING,OH,19380,UPSCALE,270.0,44547,22867.326923
6379,6379,2009-01-28,389,1600027527,61,58,58,194.59,3.19,3.19,0,0,0,GM HONEY NUT CHEERIOS,GENERAL MI,COLD CEREAL,ALL FAMILY CEREAL,12.25 OZ,389,SILVERLAKE,ERLANGER,KY,17140,MAINSTREAM,408.0,46073,24766.807692
6426,6426,2009-01-28,613,1600027527,47,45,45,149.93,3.19,3.19,0,0,0,GM HONEY NUT CHEERIOS,GENERAL MI,COLD CEREAL,ALL FAMILY CEREAL,12.25 OZ,613,EAST ALLEN,ALLEN,TX,19100,MAINSTREAM,464.0,64926,29386.416667
6467,6467,2009-01-28,623,1600027527,41,40,40,130.79,3.19,3.19,0,0,0,GM HONEY NUT CHEERIOS,GENERAL MI,COLD CEREAL,ALL FAMILY CEREAL,12.25 OZ,623,HOUSTON,HOUSTON,TX,26420,MAINSTREAM,,46930,36740.692308
6508,6508,2009-01-28,2277,1600027527,118,111,111,376.42,3.19,3.19,0,0,0,GM HONEY NUT CHEERIOS,GENERAL MI,COLD CEREAL,ALL FAMILY CEREAL,12.25 OZ,2277,ANDERSON TOWNE CTR,CINCINNATI,OH,17140,UPSCALE,,81958,54052.519231
6556,6556,2009-01-28,2279,1600027527,34,31,31,108.46,3.19,3.19,0,0,0,GM HONEY NUT CHEERIOS,GENERAL MI,COLD CEREAL,ALL FAMILY CEREAL,12.25 OZ,2279,MILFORD-MULBERRY,MILFORD,OH,17140,MAINSTREAM,771.0,44175,23037.442308
6601,6601,2009-01-28,2281,1600027527,67,62,60,213.73,3.19,3.19,0,0,0,GM HONEY NUT CHEERIOS,GENERAL MI,COLD CEREAL,ALL FAMILY CEREAL,12.25 OZ,2281,BLUE ASH,BLUE ASH,OH,17140,UPSCALE,,68500,32297.288462
6649,6649,2009-01-28,2495,1600027527,33,28,28,105.27,3.19,3.19,0,0,0,GM HONEY NUT CHEERIOS,GENERAL MI,COLD CEREAL,ALL FAMILY CEREAL,12.25 OZ,2495,PLANTATION PLAZA,CLUTE,TX,26420,MAINSTREAM,407.0,48462,25507.448718
6685,6685,2009-01-28,2505,1600027527,22,20,20,70.17999999999999,3.19,3.19,0,0,0,GM HONEY NUT CHEERIOS,GENERAL MI,COLD CEREAL,ALL FAMILY CEREAL,12.25 OZ,2505,DICKINSON VILLAGE,DICKINSON,TX,26420,MAINSTREAM,319.0,41644,14460.108974
6725,6725,2009-01-28,2513,1600027527,105,102,101,334.95,3.19,3.19,0,0,0,GM HONEY NUT CHEERIOS,GENERAL MI,COLD CEREAL,ALL FAMILY CEREAL,12.25 OZ,2513,HOUSTON,HOUSTON,TX,26420,UPSCALE,,61833,32422.99359
6764,6764,2009-01-28,2523,1600027527,17,17,17,54.23,3.19,3.19,0,0,0,GM HONEY NUT CHEERIOS,GENERAL MI,COLD CEREAL,ALL FAMILY CEREAL,12.25 OZ,2523,LANDMARK PLACE S/C,GRAND PRAIRIE,TX,19100,VALUE,252.0,34373,14201.326923
6795,6795,2009-01-28,2541,1600027527,18,18,18,57.42,3.19,3.19,0,0,0,GM HONEY NUT CHEERIOS,GENERAL MI,COLD CEREAL,ALL FAMILY CEREAL,12.25 OZ,2541,NORWOOD,ARLINGTON,TX,19100,MAINSTREAM,300.0,29231,11019.352564
6831,6831,2009-01-28,4245,1600027527,38,38,37,121.22,3.19,3.19,0,0,0,GM HONEY NUT CHEERIOS,GENERAL MI,COLD CEREAL,ALL FAMILY CEREAL,12.25 OZ,4245,LAWRENCEBURG,LAWRENCEBURG,IN,17140,MAINSTREAM,,58563,19274.673077
6879,6879,2009-01-28,4259,1600027527,18,18,18,57.42,3.19,3.19,0,0,0,GM HONEY NUT CHEERIOS,GENERAL MI,COLD CEREAL,ALL FAMILY CEREAL,12.25 OZ,4259,WARSAW AVENUE,CINCINNATI,OH,17140,VALUE,,48813,31177.333333
6921,6921,2009-01-28,4489,1600027527,49,47,47,156.31,3.19,3.19,0,0,0,GM HONEY NUT CHEERIOS,GENERAL MI,COLD CEREAL,ALL FAMILY CEREAL,12.25 OZ,4489,SWEETWATER PLAZA,SUGAR LAND,TX,26420,UPSCALE,,49030,21344.794872
6961,6961,2009-01-28,4503,1600027527,75,73,72,239.25,3.19,3.19,0,0,0,GM HONEY NUT CHEERIOS,GENERAL MI,COLD CEREAL,ALL FAMILY CEREAL,12.25 OZ,4503,ROCKWALL,ROCKWALL,TX,19100,UPSCALE,,56230,25289.326923
7002,7002,2009-01-28,4521,1600027527,26,26,25,82.94,3.19,3.19,0,0,0,GM HONEY NUT CHEERIOS,GENERAL MI,COLD CEREAL,ALL FAMILY CEREAL,12.25 OZ,4521,PARKWAY SQUARE S/C,COLLEGE STATION,TX,17780,MAINSTREAM,418.0,34628,25632.807692
7039,7039,2009-01-28,6179,1600027527,46,45,45,142.14,3.09,3.09,0,0,0,GM HONEY NUT CHEERIOS,GENERAL MI,COLD CEREAL,ALL FAMILY CEREAL,12.25 OZ,6179,DEERFIELD TWP,MASON,OH,17140,UPSCALE,,54448,35287.974359
7084,7084,2009-01-28,6187,1600027527,26,25,25,82.94,3.19,3.19,0,0,0,GM HONEY NUT CHEERIOS,GENERAL MI,COLD CEREAL,ALL FAMILY CEREAL,12.25 OZ,6187,ST. MARYS,SAINT MARYS,OH,47540,MAINSTREAM,,55474,20015.320513
7124,7124,2009-01-28,6379,1600027527,44,44,44,140.36,3.19,3.19,0,0,0,GM HONEY NUT CHEERIOS,GENERAL MI,COLD CEREAL,ALL FAMILY CEREAL,12.25 OZ,6379,KINGWOOD,KINGWOOD,TX,26420,MAINSTREAM,,50237,20620.423077
7166,7166,2009-01-28,6431,1600027527,37,31,31,118.03,3.19,3.19,0,0,0,GM HONEY NUT CHEERIOS,GENERAL MI,COLD CEREAL,ALL FAMILY CEREAL,12.25 OZ,6431,AT WARD ROAD,BAYTOWN,TX,26420,VALUE,350.0,43698,24321.942308
7201,7201,2009-01-28,8035,1600027527,8,7,7,25.52,3.19,3.19,0,0,0,GM HONEY NUT CHEERIOS,GENERAL MI,COLD CEREAL,ALL FAMILY CEREAL,12.25 OZ,8035,OVER-THE-RHINE,CINCINNATI,OH,17140,VALUE,17.0,10788,10434.705128
7228,7228,2009-01-28,8041,1600027527,25,24,24,79.75,3.19,3.19,0,0,0,GM HONEY NUT CHEERIOS,GENERAL MI,COLD CEREAL,ALL FAMILY CEREAL,12.25 OZ,8041,LANDEN,MAINEVILLE,OH,17140,MAINSTREAM,1200.0,49074,14848.788462
7274,7274,2009-01-28,8263,1600027527,30,30,30,95.7,3.19,3.19,0,0,0,GM HONEY NUT CHEERIOS,GENERAL MI,COLD CEREAL,ALL FAMILY CEREAL,12.25 OZ,8263,THE WOODLANDS,THE WOODLANDS,TX,26420,UPSCALE,,51055,18876.99359
7314,7314,2009-01-28,9825,1600027527,76,75,75,242.44,3.19,3.19,0,0,0,GM HONEY NUT CHEERIOS,GENERAL MI,COLD CEREAL,ALL FAMILY CEREAL,12.25 OZ,9825,DENT,CINCINNATI,OH,17140,MAINSTREAM,,54124,29915.903846
7362,7362,2009-01-28,10019,1600027527,32,30,28,102.08,3.19,3.19,0,0,0,GM HONEY NUT CHEERIOS,GENERAL MI,COLD CEREAL,ALL FAMILY CEREAL,12.25 OZ,10019,AT EASTEX FRWY,HOUSTON,TX,26420,VALUE,221.0,35675,19067.673077
7397,7397,2009-01-28,11757,1600027527,33,33,33,105.27,3.19,3.19,0,0,0,GM HONEY NUT CHEERIOS,GENERAL MI,COLD CEREAL,ALL FAMILY CEREAL,12.25 OZ,11757,INDEPENDENCE,INDEPENDENCE,KY,17140,MAINSTREAM,,32943,16903.532051
7439,7439,2009-01-28,11761,1600027527,41,40,40,130.79,3.19,3.19,0,0,0,GM HONEY NUT CHEERIOS,GENERAL MI,COLD CEREAL,ALL FAMILY CEREAL,12.25 OZ,11761,MIAMI TOWNSHIP,LOVELAND,OH,17140,UPSCALE,,53905,23348.064103
7480,7480,2009-01-28,11967,1600027527,24,24,21,76.56,3.19,3.19,0,0,0,GM HONEY NUT CHEERIOS,GENERAL MI,COLD CEREAL,ALL FAMILY CEREAL,12.25 OZ,11967,NORTHBOROUGH SQ,HOUSTON,TX,26420,VALUE,294.0,25072,15915.74359
7514,7514,2009-01-28,11993,1600027527,68,67,65,216.92,3.19,3.19,0,0,0,GM HONEY NUT CHEERIOS,GENERAL MI,COLD CEREAL,ALL FAMILY CEREAL,12.25 OZ,11993,DALLAS,DALLAS,TX,19100,UPSCALE,,57741,26100.711538
7555,7555,2009-01-28,12011,1600027527,31,31,31,98.89,3.19,3.19,0,0,0,GM HONEY NUT CHEERIOS,GENERAL MI,COLD CEREAL,ALL FAMILY CEREAL,12.25 OZ,12011,SHERMAN,SHERMAN,TX,43300,MAINSTREAM,,41325,23152.782051
7591,7591,2009-01-28,13609,1600027527,47,47,46,149.93,3.19,3.19,0,0,0,GM HONEY NUT CHEERIOS,GENERAL MI,COLD CEREAL,ALL FAMILY CEREAL,12.25 OZ,13609,VANDALIA,VANDALIA,OH,19380,MAINSTREAM,,55663,21232.115385
7638,7638,2009-01-28,13827,1600027527,37,35,35,103.23,2.79,2.79,0,0,0,GM HONEY NUT CHEERIOS,GENERAL MI,COLD CEREAL,ALL FAMILY CEREAL,12.25 OZ,13827,BEAUMONT,BEAUMONT,TX,13140,MAINSTREAM,,50766,26000.570513
